UniqueID,IDnotebook,CollectionDate,SeasonDay,Location,CollectorName,InfectionDate,Dose,DoseBacteriaNumber,BacterialSpecies,Treatment,Death_date,Days_post_infection,Status,PronotumLength,PronotumMeasured,ElytralLength,ElytralMeasured,Mass,MassMeasured,Notes,PhysiologicalCondition,ELBins,MassBins,SeasonDayBins
A614,DP59,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel ,15-Jul,1,1,04_Smarc,04_Sm_1.0,28-Jul,13,1,2.19,Y,8.04,Y,0.0342,Y,,0.004253731,2,2,2
A625,AZ97,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,1,1,04_Smarc,04_Sm_1.0,22-Jul,7,1,3.43,Y,9.11,Y,0.0363,Y,,0.003984632,3,2,2
A618,AZ109,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,1,1,04_Smarc,04_Sm_1.0,25-Jul,10,1,2.58,Y,8.48,Y,0.0373,Y,,0.004398585,2,2,2
A617,AZ78,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,1,1,04_Smarc,04_Sm_1.0,21-Jul,6,1,2.62,Y,9.5,Y,0.0405,Y,,0.004263158,3,3,2
A619,AZ110,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,1,1,04_Smarc,04_Sm_1.0,22-Jul,7,1,3.4,Y,10.3,Y,0.0413,Y,,0.004009709,3,3,2
A616,EVB85,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,1,1,04_Smarc,04_Sm_1.0,26-Jul,11,1,2.05,Y,10.04,Y,0.0504,Y,,0.00501992,3,3,2
A1045,DP,27-Jul,30,"USA: Union Co, Bucknell Farm",Deeshani Patel,28-Jul,1,1,04_Smarc,04_Sm_1.0,1-Aug,3,1,1.98,Y,7.26,Y,0.0221,Y,,0.003044077,1,1,4
A1043,DP,27-Jul,30,"USA: Union Co, Bucknell Farm",Deeshani Patel,28-Jul,1,1,04_Smarc,04_Sm_1.0,4-Aug,7,1,1.99,Y,8.55,Y,0.0243,Y,,0.002842105,2,1,4
A1046,DP,27-Jul,30,"USA: Union Co, Bucknell Farm",Deeshani Patel,28-Jul,1,1,04_Smarc,04_Sm_1.0,7-Aug,10,1,2.21,Y,9.39,Y,0.0367,Y,,0.003908413,3,2,4
A1044,DP,27-Jul,30,"USA: Union Co, Bucknell Farm",Deeshani Patel,28-Jul,1,1,04_Smarc,04_Sm_1.0,1-Aug,3,1,2.77,Y,8.82,Y,0.0378,Y,,0.004285714,2,2,4
A1048,MT,27-Jul,30,"USA: Union Co, Bucknell Farm",Maddy Tuffy ,28-Jul,1,1,04_Smarc,04_Sm_1.0,29-Jul,1,1,3.4,Y,10.96,Y,0.054,Y,,0.004927007,4,4,4
A1047,MT,27-Jul,30,"USA: Union Co, Bucknell Farm",Maddy Tuffy ,28-Jul,1,1,04_Smarc,04_Sm_1.0,5-Aug,8,1,1.84,Y,7.62,Y,0.021,Y,,0.002755906,2,1,4
A1170,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,04_Smarc,04_Sm_1.0,4-Aug,1,1,2.19,Y,7.3,Y,0.0186,Y,dead at 24 hours ,0.002547945,1,1,4
A1171,ZZK,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu,3-Aug,1,1,04_Smarc,04_Sm_1.0,4-Aug,1,1,2.12,Y,7.32,Y,0.0212,Y,dead at 24 hours ,0.002896175,1,1,4
A1168,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,04_Smarc,04_Sm_1.0,4-Aug,1,1,2.83,Y,8.13,Y,0.0214,Y,dead at 24 hours ,0.002632226,2,1,4
A1184,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,04_Smarc,04_Sm_1.0,5-Aug,2,1,1.66,Y,6.33,Y,0.0242,Y,dead at 48 hours ,0.003823065,1,1,4
A1179,MT,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,3-Aug,1,1,04_Smarc,04_Sm_1.0,4-Aug,2,1,2.96,Y,8.19,Y,0.0267,Y,dead at 48 hours ,0.003260073,2,1,4
A1167,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,04_Smarc,04_Sm_1.0,4-Aug,1,1,2.74,Y,8.78,Y,0.0282,Y,dead at 24 hours ,0.003211845,2,2,4
A1169,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,04_Smarc,04_Sm_1.0,NA,1,0,1.9,Y,8.64,Y,0.0285,Y,,0.003298611,2,2,4
A1173,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,04_Smarc,04_Sm_1.0,4-Aug,1,1,2.63,Y,10.38,Y,0.0292,Y,dead at 24 hours ,0.002813102,3,2,4
A1181,MT,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,3-Aug,1,1,04_Smarc,04_Sm_1.0,NA,2,0,2.45,Y,7.17,Y,0.0305,Y,,0.004253835,1,2,4
A1178,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,04_Smarc,04_Sm_1.0,NA,2,0,2.98,Y,9.13,Y,0.0319,Y,,0.003493976,3,2,4
A1174,ZZK,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu,3-Aug,1,1,04_Smarc,04_Sm_1.0,NA,1,0,2.34,Y,10.07,Y,0.0363,Y,,0.003604767,3,2,4
A1175,MT,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,3-Aug,1,1,04_Smarc,04_Sm_1.0,4-Aug,1,1,2.82,Y,10.77,Y,0.0368,Y,dead at 24 hours ,0.003416899,4,2,4
A1176,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,04_Smarc,04_Sm_1.0,NA,2,0,3.02,Y,9.86,Y,0.0375,Y,,0.003803245,3,2,4
A1183,MT,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,3-Aug,1,1,04_Smarc,04_Sm_1.0,NA,2,0,3.24,Y,8.81,Y,0.0379,Y,,0.00430193,2,2,4
A1172,ZZK,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu,3-Aug,1,1,04_Smarc,04_Sm_1.0,NA,1,0,2.3,Y,9.05,Y,0.0392,Y,,0.004331492,3,2,4
A1177,MT,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,3-Aug,1,1,04_Smarc,04_Sm_1.0,NA,2,0,2.56,Y,8.91,Y,0.0404,Y,,0.004534231,2,3,4
A1180,SEL,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,3-Aug,1,1,04_Smarc,04_Sm_1.0,NA,2,0,2.72,Y,8.99,Y,0.0422,Y,,0.004694105,3,3,4
A1182,MT,2-Aug,36,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,3-Aug,1,1,04_Smarc,04_Sm_1.0,NA,2,0,2.76,Y,8.87,Y,0.043,Y,,0.004847802,2,3,4
A352,SEL,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,7-Jul,5,5,04_Smarc,04_Sm_5.0,9-Jul,2,1,1.76,Y,6.86,Y,0.0152,Y,,0.002215743,1,1,1
A343,SEL,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,7-Jul,5,5,04_Smarc,04_Sm_5.0,8-Jul,1,1,2.73,Y,8.4,Y,0.0179,Y,,0.002130952,2,1,1
A338,MJT45,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,7-Jul,5,5,04_Smarc,04_Sm_5.0,8-Jul,1,1,2.37,Y,8.55,Y,0.0228,Y,,0.002666667,2,1,1
A342,SEL,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,7-Jul,5,5,04_Smarc,04_Sm_5.0,9-Jul,2,1,2.59,Y,8.88,Y,0.0245,Y,,0.002759009,2,1,1
A351,SEL,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,7-Jul,5,5,04_Smarc,04_Sm_5.0,9-Jul,2,1,2.47,Y,9.38,Y,0.0247,Y,,0.002633262,3,1,1
A353,MJT46,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,7-Jul,5,5,04_Smarc,04_Sm_5.0,10-Jul,3,1,2.83,Y,9.04,Y,0.0251,Y,,0.002776549,3,1,1
A341,DP26,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel ,7-Jul,5,5,04_Smarc,04_Sm_5.0,9-Jul,2,1,3.54,Y,9.34,Y,0.0264,Y,,0.002826552,3,1,1
A346,MJT33,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,7-Jul,5,5,04_Smarc,04_Sm_5.0,10-Jul,3,1,2.92,Y,9.92,Y,0.0264,Y,,0.00266129,3,1,1
A347,B15,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,7-Jul,5,5,04_Smarc,04_Sm_5.0,10-Jul,3,1,3.94,Y,10.68,Y,0.0283,Y,,0.002649813,4,2,1
A344,SEL,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,7-Jul,5,5,04_Smarc,04_Sm_5.0,8-Jul,1,1,2.08,Y,9.58,Y,0.0308,Y,,0.003215031,3,2,1
A335,AZ72,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,7-Jul,5,5,04_Smarc,04_Sm_5.0,13-Jul,6,1,3.49,Y,8.13,Y,0.0325,Y,,0.00399754,2,2,1
A336,AZ65,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,7-Jul,5,5,04_Smarc,04_Sm_5.0,19-Jul,12,1,2.96,Y,8.99,Y,0.0334,Y,,0.003715239,3,2,1
A339,MJT47,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,7-Jul,5,5,04_Smarc,04_Sm_5.0,9-Jul,2,1,2.52,Y,9.64,Y,0.0346,Y,,0.003589212,3,2,1
A337,B05,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,7-Jul,5,5,04_Smarc,04_Sm_5.0,15-Jul,8,1,3.22,Y,9.58,Y,0.0348,Y,,0.003632568,3,2,1
A345,AZ70,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,7-Jul,5,5,04_Smarc,04_Sm_5.0,9-Jul,2,1,2.35,Y,10.18,Y,0.0384,Y,,0.003772102,3,2,1
A340,MJT44,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,7-Jul,5,5,04_Smarc,04_Sm_5.0,13-Jul,6,1,3.96,Y,11.01,Y,0.0404,Y,,0.003669391,4,3,1
A348,SEL,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,7-Jul,5,5,04_Smarc,04_Sm_5.0,23-Jul,16,1,3.1,Y,10.43,Y,0.0457,Y,,0.004381592,4,3,1
A349,SEL,6-Jul,9,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,7-Jul,5,5,04_Smarc,04_Sm_5.0,9-Jul,2,1,3.49,Y,9.07,Y,0.0307,Y,,0.003384785,3,2,1
A637,EVB56,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,5,5,04_Smarc,04_Sm_5.0,17-Jul,2,1,2.45,Y,6.51,Y,0.0169,Y,,0.002596006,1,1,2
A634,DP72,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel ,15-Jul,5,5,04_Smarc,04_Sm_5.0,20-Jul,5,1,3.09,Y,8.25,Y,0.0214,Y,,0.002593939,2,1,2
A633,AZ107,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,5,5,04_Smarc,04_Sm_5.0,17-Jul,2,1,2.13,Y,8.65,Y,0.0244,Y,,0.002820809,2,1,2
A635,EVB95,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,5,5,04_Smarc,04_Sm_5.0,17-Jul,2,1,2.86,Y,8.06,Y,0.0252,Y,,0.003126551,2,1,2
A628,AZ114,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,5,5,04_Smarc,04_Sm_5.0,17-Jul,2,1,3.12,Y,9.13,Y,0.0286,Y,,0.00313253,3,2,2
A631,AZ121,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,5,5,04_Smarc,04_Sm_5.0,17-Jul,2,1,2.66,Y,9.39,Y,0.0296,Y,,0.00315229,3,2,2
A640,EVB50,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,5,5,04_Smarc,04_Sm_5.0,25-Jul,10,1,2.31,Y,8.51,Y,0.0297,Y,,0.003490012,2,2,2
A639,EVB99,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,5,5,04_Smarc,04_Sm_5.0,17-Jul,2,1,3.13,Y,8.15,Y,0.0317,Y,,0.003889571,2,2,2
A638,B72,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,5,5,04_Smarc,04_Sm_5.0,17-Jul,2,1,3.13,Y,9.29,Y,0.0332,Y,,0.003573735,3,2,2
A627,AZ101,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,5,5,04_Smarc,04_Sm_5.0,17-Jul,2,1,2.18,Y,8.89,Y,0.0354,Y,,0.003982002,2,2,2
A629,AZ102,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,5,5,04_Smarc,04_Sm_5.0,16-Jul,1,1,2.71,Y,9.38,Y,0.0371,Y,,0.003955224,3,2,2
A632,AZ112,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,5,5,04_Smarc,04_Sm_5.0,17-Jul,2,1,3.87,Y,9.95,Y,0.0412,Y,,0.004140704,3,3,2
A636,EVB83,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,5,5,04_Smarc,04_Sm_5.0,16-Jul,1,1,2.67,Y,7.29,Y,0.0232,Y,,0.003182442,1,1,2
A630,AZ113,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Anqi Zang ,15-Jul,5,5,04_Smarc,04_Sm_5.0,17-Jul,2,1,2.72,Y,7.45,Y,0.0377,Y,,0.005060403,2,2,2
A1054,ZZK,27-Jul,30,"USA: Union Co, Bucknell Farm",Zhengkai Zhu ,28-Jul,5,5,04_Smarc,04_Sm_5.0,29-Jul,1,1,2.5,Y,9.79,Y,0.0251,Y,,0.002563841,3,1,4
A1049,DP,27-Jul,30,"USA: Union Co, Bucknell Farm",Deeshani Patel,28-Jul,5,5,04_Smarc,04_Sm_5.0,29-Jul,1,1,2.41,Y,8.22,Y,0.028,Y,,0.003406326,2,2,4
A1051,ZZK,27-Jul,30,"USA: Union Co, Bucknell Farm",Zhengkai Zhu ,28-Jul,5,5,04_Smarc,04_Sm_5.0,29-Jul,1,1,2.89,Y,8.42,Y,0.0305,Y,,0.003622328,2,2,4
A1050,ZZK,27-Jul,30,"USA: Union Co, Bucknell Farm",Zhengkai Zhu ,28-Jul,5,5,04_Smarc,04_Sm_5.0,30-Jul,2,1,2.5,Y,9.84,Y,0.0309,Y,,0.003140244,3,2,4
A1053,ZZK,27-Jul,30,"USA: Union Co, Bucknell Farm",Zhengkai Zhu ,28-Jul,5,5,04_Smarc,04_Sm_5.0,30-Jul,2,1,2.73,Y,9.15,Y,0.0341,Y,,0.003726776,3,2,4
A1052,ZZK,27-Jul,30,"USA: Union Co, Bucknell Farm",Zhengkai Zhu ,28-Jul,5,5,04_Smarc,04_Sm_5.0,8-Aug,11,1,2.72,Y,8.59,Y,0.0353,Y,,0.00410943,2,2,4
A1063,MT148,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,1,0,1.83,Y,7.23,Y,0.0171,Y,,0.002365145,1,1,4
A1078,MT159,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,30-Jul,1,1,2.43,Y,8.72,Y,0.0188,Y,DEAD AT 24 HRS ,0.002155963,2,1,4
A1064,EVB166,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,1,0,2.7,Y,8.7,Y,0.0216,Y,,0.002482759,2,1,4
A1082,MT163,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,2,0,2.39,Y,7.91,Y,0.0227,Y,,0.002869785,2,1,4
A1074 (INJECTION: start 1:31),MT157,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,30-Jul,1,1,2.71,Y,8.21,Y,0.0228,Y,DEAD AT 24 HRS ,0.002777101,2,1,4
A1081,MT162,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,31-Jul,2,1,2.09,Y,7.83,Y,0.023,Y,DEAD AT 48 HRS ,0.00293742,2,1,4
A1065 (maybe dead when extracted) ,MT149,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,1,0,2.73,Y,9.07,Y,0.0235,Y,,0.002590959,3,1,4
A1073 (PRESERVATION end: 2:36) ,MT156,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,30-Jul,1,1,2.62,Y,9.22,Y,0.0237,Y,DEAD BEFORE EXTRACTION ,0.002570499,3,1,4
A1080,MT161,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,30-Jul,1,1,2.58,Y,7.95,Y,0.0242,Y,DEAD AT 24 HRS ,0.003044025,2,1,4
A1072,MT155,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,1,0,2.68,Y,8.57,Y,0.0265,Y,,0.003092182,2,1,4
A1077,MT158,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,31-Jul,2,1,2.09,Y,8.1,Y,0.0265,Y,DEAD AT 48 HRS ,0.003271605,2,1,4
A1088 (INJECTION end: 2:45; PRESERVATION end 1:45) ,MT167,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,31-Jul,2,1,2.62,Y,8.97,Y,0.0265,Y,DEAD AT 48 HRS ,0.002954292,3,1,4
A1084,EVB161,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek,29-Jul,5,5,04_Smarc,04_Sm_5.0,31-Jul,2,1,2.68,Y,9.54,Y,0.0278,Y,DEAD AT 48 HRS ,0.002914046,3,2,4
A1061,MT146,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,1,0,1.96,Y,8.93,Y,0.028,Y,,0.003135498,3,2,4
A1060,MT145,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,30-Jul,1,1,2.67,Y,9.48,Y,0.0284,Y,DEAD BEFORE EXTRACTION ,0.002995781,3,2,4
A1062,MT147,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,1,0,3.02,Y,10.25,Y,0.0286,Y,,0.002790244,3,2,4
A1071,MT154,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,1,0,2.48,Y,9.13,Y,0.0291,Y,,0.003187295,3,2,4
A1067,MT151,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,1,0,3.12,Y,9.8,Y,0.0304,Y,,0.003102041,3,2,4
A1070,AP,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Alexa Patel ,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,1,0,2.38,Y,8.23,Y,0.0314,Y,,0.00381531,2,2,4
A1079,MT160,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,2,0,2.62,Y,9.41,Y,0.0317,Y,,0.003368757,3,2,4
A1069,MT153,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,30-Jul,1,1,2.75,Y,10.3,Y,0.0326,Y,DEAD BEFORE EXTRACTION ,0.003165049,3,2,4
A1086,MT165,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,2,0,2.34,Y,9.86,Y,0.0336,Y,,0.003407708,3,2,4
A1087,MT166,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,2,0,2.91,Y,8.59,Y,0.0338,Y,,0.003934808,2,2,4
A1076,EVB158,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,2,0,2.75,Y,8.2,Y,0.0342,Y,,0.004170732,2,2,4
A1068,MT152,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,30-Jul,1,1,2.2,Y,8.53,Y,0.0361,Y,DEAD BEFORE EXTRACTION ,0.004232122,2,2,4
A1085,EVB165,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,2,0,2.73,Y,8.93,Y,0.0366,Y,,0.004098544,3,2,4
A1083,MT164,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,31-Jul,2,1,2.72,Y,9.34,Y,0.0368,Y,DEAD AT 48 HRS ,0.003940043,3,2,4
A1066,MT150,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,1,0,2.9,Y,10.41,Y,0.038,Y,,0.003650336,4,2,4
A1075,SEL,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,29-Jul,5,5,04_Smarc,04_Sm_5.0,30-Jul,1,1,2.91,Y,10.76,Y,0.042,Y,DEAD AT 24 HRS ,0.003903346,4,3,4
A1059 (INJECTION: start 1:55; PRESERVATIOM: start 2:18),EVB168,28-Jul,31,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek,29-Jul,5,5,04_Smarc,04_Sm_5.0,NA,1,0,3.64,Y,11.64,Y,0.0494,Y,,0.004243986,4,3,4
A365,B37,10-Jul,13,"USA: Union Co, Bucknell Farm",Zhengkai Zhu ,11-Jul,0.1,0.1,05_Prett,05_Pr_0.1,22-Jul,11,1,2.68,Y,6.73,Y,0.0203,Y,,0.003016345,1,1,1
A366,B25,10-Jul,13,"USA: Union Co, Bucknell Farm",Zhengkai Zhu ,11-Jul,0.1,0.1,05_Prett,05_Pr_0.1,14-Jul,3,1,2.44,Y,8.24,Y,0.0276,Y,,0.003349515,2,2,1
A357,MJT54,10-Jul,13,"USA: Union Co, Bucknell Farm",Maddy Tuffy ,11-Jul,0.1,0.1,05_Prett,05_Pr_0.1,14-Jul,3,1,2.38,Y,9.27,Y,0.0298,Y,,0.003214671,3,2,1
A364,B32,10-Jul,13,"USA: Union Co, Bucknell Farm",Zhengkai Zhu ,11-Jul,0.1,0.1,05_Prett,05_Pr_0.1,15-Jul,4,1,3.02,Y,9.86,Y,0.0364,Y,,0.003691684,3,2,1
A367,B42,10-Jul,13,"USA: Union Co, Bucknell Farm",Zhengkai Zhu ,11-Jul,0.1,0.1,05_Prett,05_Pr_0.1,29-Jul,18,1,3.09,Y,10.47,Y,0.0501,Y,,0.0047851,4,3,1
A442,AZ91,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,13-Jul,0.1,0.1,05_Prett,05_Pr_0.1,23-Jul,10,1,2.82,Y,8.17,Y,0.0257,Y,,0.003145655,2,1,1
A438,EVB32,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Emily Van Beek ,13-Jul,0.1,0.1,05_Prett,05_Pr_0.1,24-Jul,11,1,2.56,Y,8.43,Y,0.0266,Y,,0.003155397,2,1,1
A441,B67,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,13-Jul,0.1,0.1,05_Prett,05_Pr_0.1,16-Jul,3,1,3.32,Y,7.91,Y,0.0308,Y,,0.003893805,2,2,1
A440,VS111,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Victor Sustinov ,13-Jul,0.1,0.1,05_Prett,05_Pr_0.1,29-Jul,16,1,2.48,Y,8.62,Y,0.0314,Y,,0.003642691,2,2,1
A435,MJT82,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,13-Jul,0.1,0.1,05_Prett,05_Pr_0.1,18-Jul,5,1,2.74,Y,8.92,Y,0.0336,Y,,0.003766816,2,2,1
A443,EVB20,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Emily Van Beek ,13-Jul,0.1,0.1,05_Prett,05_Pr_0.1,23-Jul,10,1,3.05,Y,8.83,Y,0.038,Y,,0.004303511,2,2,1
A436,MJT86,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,13-Jul,0.1,0.1,05_Prett,05_Pr_0.1,19-Jul,6,1,2.94,Y,9.69,Y,0.0392,Y,,0.004045408,3,2,1
A444,EVB40,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Emily Van Beek ,13-Jul,0.1,0.1,05_Prett,05_Pr_0.1,1-Aug,19,1,2.81,Y,9.84,Y,0.0433,Y,,0.004400407,3,3,1
A437,MJT67,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,13-Jul,0.1,0.1,05_Prett,05_Pr_0.1,15-Jul,2,1,3.5,Y,9.65,Y,0.0472,Y,,0.004891192,3,3,1
A646,EVB78,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,0.1,0.1,05_Prett,05_Pr_0.1,24-Jul,9,1,2.6,Y,8.81,Y,0.0209,Y,,0.002372304,2,1,2
A651,SEL,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Sarah Lower ,15-Jul,0.1,0.1,05_Prett,05_Pr_0.1,23-Jul,8,1,2.24,Y,8.29,Y,0.0225,Y,,0.002714113,2,1,2
